Filename,datetime,aCode,acc,AttSize,Act,AttCnt,AttNames,MsgSize,MsgId,Hld
process_20200203132722425.log,2020-02-03T13:19:33-0500,kf74p5bYO2KloU6kEwRSRA,CUSA31A369,0,Acc,0,,3975,<010001700c476b6b-b713da22-bf1e-433a-bef0-6cf8c3f378ea-000000@email.amazonses.com>,
process_20200203132725637.log,2020-02-03T13:20:24-0500,u0ZECu0ZO8SQCPW4p6h--A,CUSA31A369,0,Acc,0,,4985,<xZeDePXXQuSWCMsVBQEn1g@ismtpd0034p1las1.sendgrid.net>,
process_20200203132734835.log,2020-02-03T13:21:15-0500,cKkg84t5OcK9RypF4rfI1A,CUSA31A369,0,Acc,0,,4911,<010001700c48f734-da6e3d19-bab3-4e02-8b1f-e5492fcdc8a7-000000@email.amazonses.com>,
process_20200203132737590.log,2020-02-03T13:20:04-0500,gN-N_DejNZmf41M9cA7GHg,CUSA31A369,0,Acc,0,,4989,<3yqxPuuKS26COUGQfubtDw@ismtpd0001p1las1.sendgrid.net>,
process_20200203132738378.log,2020-02-03T13:24:29-0500,plbxQYuKO0aT0cG5h7yfgw,CUSA31A369,0,Acc,0,,25565,<d79a731ac7e84bb3808e1cf620aec6df-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:31-0500,j-Nk0M3eOfGZWy_v3hupUw,CUSA31A369,0,Acc,0,,25461,<35e0690d2fbe475c8ed4b0dfa9643508-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:34-0500,PfrXQs6OMoOEKLmWSqTlZA,CUSA31A369,0,Acc,0,,25559,<cec4ee6ec6054b19bb9445edd2cfafdd-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:37-0500,SeAIiINIMpKD8kjUX8Es1w,CUSA31A369,0,Acc,0,,25563,<87b1e79ff9a246eebc0cb69e11188620-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:39-0500,4Ujy5gzoNreyfHH3vhCh8A,CUSA31A369,0,Acc,0,,25491,<257dfc802f664ff399d7f225bbf7b9d0-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:43-0500,dckduc6MMLiirqjaua4BdQ,CUSA31A369,0,Acc,0,,25488,<ed956d7275644ce0ba30ba134fcc4dad-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:45-0500,XyJzH2X5P5y2UKzEKOhYog,CUSA31A369,0,Acc,0,,25569,<2caab31f3f314701991840455fd1731d-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:48-0500,7Awa1X-1NkGSPuEIxN_O9g,CUSA31A369,0,Acc,0,,25542,<48725946a42d469ea8bedd5c0731ee67-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:50-0500,yfBP3tSFOWu3IjSER0RQJQ,CUSA31A369,0,Acc,0,,25535,<4fe473d495bf4d2e918a22acef913bdb-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132738378.log,2020-02-03T13:24:52-0500,m7cqIuwTPBWcj8UyJ8dTzw,CUSA31A369,0,Acc,0,,25605,<638f869b6cbb443d86a4fbb058e9c6a9-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132749958.log,2020-02-03T13:20:44-0500,NeAQsGaXM3C9C5vkHg1rNQ,CUSA31A369,2556622,Acc,2,"""Project Spotlight - Nelson Jameson.png"", ""Milis Flatwork Parking Lots.pdf"", ""Why Choose a Concrete Overlay.pdf""",3642558,<CALkxhFJ_TzBH30y-r73PvjZPdMAuy_8F_DV0eMpt+ZAdWTFHaw@mail.gmail.com>,
process_20200203132814564.log,2020-02-03T13:24:29-0500,sWq2UGDpOWyCr2BAlk9HoA,CUSA31A369,0,Acc,0,,25521,<85faa41872aa4558b0bef465ab0c4e83-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132814564.log,2020-02-03T13:24:31-0500,NR04SLxBMHqBZn1zesGbrw,CUSA31A369,0,Acc,0,,25569,<314fa46adfd8462c8503bc6be17aa869-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132814564.log,2020-02-03T13:24:33-0500,NhYeISUUOzuWQ_FbItqNWQ,CUSA31A369,0,Acc,0,,25569,<b2906c2c34ac41a39cdccf98430911aa-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132817324.log,2020-02-03T13:24:26-0500,fIKGxzbFNvqGlk7cknPnaA,CUSA31A369,0,Acc,0,,25447,<9e8e2488f7fc4a1ea46e40867d51ae30-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132817324.log,2020-02-03T13:24:27-0500,Gu83iJknPFSP2vQ4XXMp0g,CUSA31A369,0,Acc,0,,25510,<4fbab47a6e6c457bb6e96248f70220e5-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132817324.log,2020-02-03T13:24:29-0500,TsIITqRsMrCLR7MW5sI9qg,CUSA31A369,0,Acc,0,,25501,<2deded8a8aa04e14b1ac80c8f5d4fa72-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132817324.log,2020-02-03T13:24:31-0500,DcvD_beKMQumRK1pntFA1A,CUSA31A369,0,Acc,0,,25459,<d4bc4bc0a4ec4c15aa4c1e8f99a69ac1-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132817324.log,2020-02-03T13:24:32-0500,k9jU9pOyPSGACVY-bzoo8w,CUSA31A369,0,Acc,0,,25569,<a25a468bd56b49b1aeec8d3c7aa7a7e8-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132827486.log,2020-02-03T13:24:36-0500,uc-nI4UgOpyriewsfdoD-Q,CUSA31A369,63149,Acc,1,"""INV~1002024~41888334~~1910536075~0437985.pdf""",67305,<9B7EE6A99084CBD793A40BBB253A8C8205809614@OMS.kumho.com>,
process_20200203132906491.log,2020-02-03T13:24:30-0500,DQe6LVxFPWmE6h0A-ssJYA,CUSA31A369,0,Acc,0,,25500,<e713af68fcdc4f40a59e65067e6d4761-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132906491.log,2020-02-03T13:24:33-0500,IRLVtcHJOjGlAR2EHIW5sA,CUSA31A369,0,Acc,0,,25548,<87dbc2a0e022401c8fc2f2703c0935f7-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132906491.log,2020-02-03T13:24:35-0500,OmBPG6D4PGucqyDGcZL7NA,CUSA31A369,0,Acc,0,,25551,<d0d16f68e97f4c57b73e2324e3f5cd79-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132906491.log,2020-02-03T13:24:37-0500,P8VSGXOxOz2UOBpoYQCFFQ,CUSA31A369,0,Acc,0,,25529,<16a2dbeed3b64cdeaa95682e538e9a76-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132906491.log,2020-02-03T13:24:40-0500,-f8EIfhMNbynGoJ-gS-q9A,CUSA31A369,0,Acc,0,,25515,<f06b1f8e4b0549599231335afc26eed0-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132906491.log,2020-02-03T13:24:42-0500,foLNhADTP9mPn7-BtWsFwQ,CUSA31A369,0,Acc,0,,25535,<044d72968de04b05b596377a9c6f3aec-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:24:29-0500,ueeBEzrzP-CNycYG0Ui6bg,CUSA31A369,0,Acc,0,,25452,<95a1797cd0474c57bf8491f3dbebaa78-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:24:31-0500,I1-10baxPXaCFS06UXBSog,CUSA31A369,0,Acc,0,,25566,<6cbfbbe9539a4b119387890e91782fa2-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:24:34-0500,sO4HVrQTOlutN4PGIlV-qg,CUSA31A369,0,Acc,0,,25568,<163415289b6042c3bb42aacd586e1f1f-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:24:46-0500,50njuqOvOAGMHiPSa68Xjg,CUSA31A369,0,Acc,0,,25455,<378af44762b24a2b8973f0bfbe04d6d7-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:24:48-0500,WBX7jpuDN7qaqJro54Y6jA,CUSA31A369,0,Acc,0,,25550,<91e3bfbf4a824ba1831a20c0edb2bc69-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:24:51-0500,j5urkM1VMEyInpIeyXbHsA,CUSA31A369,0,Acc,0,,25532,<3d07cfadde9d469ea76beca6d3b4ac06-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:25:03-0500,A9v8HAetOBOhv8mlmeq5Uw,CUSA31A369,0,Acc,0,,25491,<26a37f0c5152496e8dd34a5f2e7f3feb-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:25:06-0500,wN0yil3rNe-CV01EtPLQig,CUSA31A369,0,Acc,0,,25409,<7244269a53f14596a5e5b027c066246e-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:25:09-0500,mot_Q8f-Od6glx_hfWDTkg,CUSA31A369,0,Acc,0,,25477,<ceec578105234a6ea55f25e5d758ecf2-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132912772.log,2020-02-03T13:25:16-0500,J1Qgp3EhPxirpjoSUEVvmA,CUSA31A369,0,Acc,0,,25517,<8ed3dc02d53344e39e2fa53f50329868-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132931582.log,2020-02-03T13:23:41-0500,zdMalwKCOwynY_kzFq3_hw,CUSA31A369,0,Acc,0,,5349,<502976395.774497.1580754220166.JavaMail.wday@web1035.svc.prod.ash.wd>,
process_20200203132931881.log,2020-02-03T13:20:02-0500,FLCHlNldP4aj2hvdDN7oWg,CUSA31A369,0,Acc,0,"""image001.jpg"", ""image002.jpg""",28594,<f273717b9d584429b40c9feae82ab039@COPWS001.usoil.local>,
process_20200203132931881.log,2020-02-03T13:20:29-0500,ZAUCzltxNeCyEaJ75xYXWg,CUSA31A369,0,Acc,0,,5542,<1365840053.772643.1580754027550.JavaMail.wday@web1037.svc.prod.ash.wd>,
process_20200203132931881.log,2020-02-03T13:23:03-0500,TFWuozw0N920awWcFj0KhA,CUSA31A369,0,Acc,0,"""image001.jpg""",18118,<1d1da7aa775346779e62df715537536d@COPWS001.usoil.local>,
process_20200203132931881.log,2020-02-03T13:24:25-0500,0Is77TbuMyK8gBhyN8EGiQ,CUSA31A369,0,Acc,0,,25513,<aa218362c2f641a0ab82521d5e056d45-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203132944074.log,2020-02-03T13:25:36-0500,BLvWpATNO_yPrr0008eJcA,CUSA31A369,0,Acc,0,,37342,<7b14dea8-7e90-44d6-9d32-bffcfff8e8da@dfw1s10mta697.xt.local>,
process_20200203133003845.log,2020-02-03T13:26:39-0500,qo96kC6AMayLXIDqUUoRFw,CUSA31A369,0,Acc,0,,2269,<010001700c4de6fe-455cc5d5-584e-413d-b45e-b857c49deb74-000000@email.amazonses.com>,
process_20200203133014449.log,2020-02-03T13:19:35-0500,Qs2UhZNXMTSN1puuTsFHaA,CUSA31A369,9678,Acc,1,"""US Oil January Summary.xlsx""",26713,<MN2PR16MB3518A1600FDB47280254C756A6000@MN2PR16MB3518.namprd16.prod.outlook.com>,
process_20200203133014449.log,2020-02-03T13:21:12-0500,_Jzm8L8aPOKYnOGW83EkRA,CUSA31A369,0,Acc,0,,15291,<168b0d8d3bc14c26b89505745e1534d9@COPWS002.usoil.local>,
process_20200203133028830.log,2020-02-03T13:20:57-0500,8vHDndl3PSC2eH1F1UYJvg,CUSA31A369,0,Acc,0,,132650,<316c97bd-bd91-4c1f-8f06-15e9c6b2d345@dfw1s10mta68.xt.local>,
process_20200203133028830.log,2020-02-03T13:24:35-0500,GoEGMDHmOLexPNyHMiG7mA,CUSA31A369,63051,Acc,1,"""INV~1002024~41888334~~1910536078~0415157.pdf""",67212,<C1F194B16A0F06996599CA04FED29EAE11A648AD@OMS.kumho.com>,
process_20200203133028830.log,2020-02-03T13:27:34-0500,NljGYJ9nPOqdW5VduwPAiw,CUSA31A369,0,Acc,0,,17556,<DM6PR04MB4619170075F631F05BF3952CF5000@DM6PR04MB4619.namprd04.prod.outlook.com>,
process_20200203133028830.log,2020-02-03T13:27:56-0500,OPoW-P3IMu2cg3lCpfzV0g,CUSA31A369,0,Acc,0,,26826,<2094587256.1253618.1580754467709@mail.yahoo.com>,
process_20200203133028830.log,2020-02-03T13:29:23-0500,hZIgf615MGKih3az5S4daQ,CUSA31A369,0,Acc,0,,36886,<2B20A95iTYmosL1HqSgdZA@ismtpd0100p1mdw1.sendgrid.net>,
process_20200203133030715.log,2020-02-03T13:25:15-0500,l0Ah59_aMfaGpBeU25odOA,CUSA31A369,0,Acc,0,,15878,<217a2ab0320b439aa8e9f229f8f7134b@COPWS002.usoil.local>,
process_20200203133030715.log,2020-02-03T13:25:15-0500,IupyeG11N7ykV53xQrLInA,CUSA31A369,0,Acc,0,,16106,<d8512c25247f494ca9310e228de92a93@COPWS002.usoil.local>,
process_20200203133035982.log,2020-02-03T13:25:22-0500,97vz0VPVP9OoliMybQAvLQ,CUSA31A369,0,Acc,0,,22347,<207522585.1737881865.1580754012311.JavaMail.mktmail@sjmas05.marketo.org>,
process_20200203133037542.log,2020-02-03T13:23:33-0500,aWPYyjxxOOqPi-8s4AM02A,CUSA31A369,0,Hld,0,,10822,<0.1.FF.C16.1D5DABF095DC97C.0@omp.education.complianceonline.com>,Spm
process_20200203133049035.log,2020-02-03T13:25:29-0500,gDuQzk1MMQ6D_sQFttkieg,CUSA31A369,0,Acc,0,,4540,<1580754326594.13976@usautoforce.com>,
process_20200203133105832.log,2020-02-03T13:22:31-0500,QpPESAZyPMK4MHDF7KVyBg,CUSA31A369,0,Acc,0,,40166,<0.1.8C.FA0.1D5DABEE45BA6A8.0@omp.trips.applevacations.com>,
process_20200203133109144.log,2020-02-03T13:26:05-0500,jFFU-bR6O8Gcun5T3QnTzw,CUSA31A369,0,Acc,0,"""image001.png"", ""image002.jpg"", ""image003.jpg"", ""image004.jpg"", ""image005.png""",31692,<107F7038-BE31-418C-95B0-12C834D85F83@tireswarehouse.com>,
process_20200203133116198.log,2020-02-03T13:26:06-0500,JN3OlWlcPQOdu8_loUTbqA,CUSA31A369,0,Acc,0,,7416,<ZorUe000000000000000000000000000000000000000000000Q551VF00M9GFgr2tRVmv-z688WP0XQ@sfdc.net>,
process_20200203133116198.log,2020-02-03T13:26:29-0500,E742lGmuMPWr7itE92J_vQ,CUSA31A369,0,Acc,0,,30094,<010001700c4dc3e0-77448082-50f5-494b-8ff2-34ae6bd96869-000000@email.amazonses.com>,
process_20200203133121588.log,2020-02-03T13:29:13-0500,NAgv5b2jMamEXBhNj2U7-A,CUSA31A369,0,Acc,0,,36757,<wThCRau6QJG_Y80sLiELdA@ismtpd0034p1iad2.sendgrid.net>,
process_20200203133121588.log,2020-02-03T13:30:05-0500,qsLzFVE_PzySNGHSnyNQNA,CUSA31A369,0,Acc,0,,72820,<19295109118.1580754603238@dc1.prod>,
process_20200203133121588.log,2020-02-03T13:31:05-0500,0gay70ODN36iRCMBpDV4Gg,CUSA31A369,0,Acc,0,,7237,<wxn8W000000000000000000000000000000000000000000000Q5523R006JoSPxiERsaOPOkOmtTp8Q@sfdc.net>,
process_20200203133129816.log,2020-02-03T13:24:27-0500,GM7qSUnOMGyyX94T2ILRAw,CUSA31A369,0,Acc,0,,25525,<5f754927e66d4fe890eb8cf4b1aa85e3-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:27-0500,KMckJQCkPfa-6zjLJK2Yuw,CUSA31A369,0,Acc,0,,25515,<303239a29e674b06b0a326a8c2fddbd8-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:28-0500,CJ2ie_GTNE6vXufbaX3RDQ,CUSA31A369,0,Acc,0,,25450,<03486e8248434338aaf9417ae66b6cf8-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:28-0500,qCWHOa7vPj6720PrcFqrig,CUSA31A369,0,Acc,0,,25452,<6562e384dc0c4a35b0dfdc2dc6a2bd4b-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:29-0500,3P0NIjgcP3Wmmm21gs1WnA,CUSA31A369,0,Acc,0,,25518,<b9a5f21f66f1458bb00cd70371f14fd1-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:29-0500,35qZyGdyMvmUAXeUcVzSFQ,CUSA31A369,0,Acc,0,,25488,<f4f3ee2ab25340ac8d0bb2d1d9032e1b-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:31-0500,iC_5HgGQNreFpownrFTH1w,CUSA31A369,0,Acc,0,,25473,<e7c825bda0ef4e66a118f6edbd57165b-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:32-0500,jmno-EGLM9KT-_aWqkQjSw,CUSA31A369,0,Acc,0,,25584,<42b35a0cb92a4234a3d17488178c489d-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:33-0500,HYojFXZ8NAmlRzbYMMcutQ,CUSA31A369,0,Acc,0,,25572,<395af2ec9d994d4b81a0e37e2e5b4e31-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:34-0500,v4xYLoaUPOGyl9Nl6E1w9A,CUSA31A369,0,Acc,0,,25538,<c9ea758bceac47c78c74bd66b53e34bd-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:36-0500,lpOMkK57PuOhjnyHVzt8Mg,CUSA31A369,0,Acc,0,,25531,<bdb1ec52d6114a89ba550c1695a6a80a-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133129816.log,2020-02-03T13:24:37-0500,BqFiMgotMN6fgjdzxgTa6w,CUSA31A369,0,Acc,0,,25498,<8e704f7bcdf14056b98dbe6891538293-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133204306.log,2020-02-03T13:24:25-0500,yj6bzDNiPb690tG-3_qQlw,CUSA31A369,0,Acc,0,,25535,<a2e35ee6b416449db2565b0834294e5c-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133204306.log,2020-02-03T13:24:26-0500,ZVaxqvUXO9SCZK1wGDPlGw,CUSA31A369,0,Acc,0,,25525,<481b6811432240f7b76063793d50ea94-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203133227764.log,2020-02-03T13:28:02-0500,M4IIBfM2ME2ly3DhbW9mNw,CUSA31A369,0,Acc,0,,94295,<3Dt06JjhSDCyObeFFZeXuw@ismtpd0103p1mdw1.sendgrid.net>,
process_20200203133228277.log,2020-02-03T13:23:12-0500,_TpfNdRUNtukekzbFpM0ow,CUSA31A369,0,Acc,0,,17226,<-3xJXnavQ7i8SpVXIE93cw@ismtpd0018p1las1.sendgrid.net>,
process_20200203133230627.log,2020-02-03T13:21:48-0500,L7v-OMYuMMGEpMOUk7RZBg,CUSA31A369,0,Acc,0,,89382,<2acf3e8f-cb38-4412-b72d-e702910e4558@dfw1s10mta459.xt.local>,
process_20200203133230627.log,2020-02-03T13:24:29-0500,wgY1vojxPXu3Wc1cKPrEdA,CUSA31A369,0,Acc,0,,3290,<5Nvvc000000000000000000000000000000000000000000000Q551SQ0087_HRhYxTQaCFDltxUxArw@sfdc.net>,
process_20200203133230627.log,2020-02-03T13:26:32-0500,sN5QvvLsMAm9ott46BQMJA,CUSA31A369,0,Acc,0,"""bodypart.txt""",44057,<5e9c1232-9e44-41b4-adaf-29d90a2b1771@MW2PR18MB2220.namprd18.prod.outlook.com>,
